"Year","Player","Pos","HT","WT","Team","Selection Type","NBA Draft Status","Nationality"
1995,"Grant Hill","SF","6-8","225","Detroit Pistons","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 3","United States"
1995,"Tyrone Hill","PF","6-9","240","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1990 Rnd 1 Pick 11","United States"
1995,"Larry Johnson","F","6-6","250","Charlotte Hornets","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 1","United States"
1995,"Reggie Miller","SG","6-7","185","Indiana Pacers","Eastern All-Star Fan Vote Selection","1987 Rnd 1 Pick 11","United States"
1995,"Alonzo Mourning","C","6-10","240","Charlotte Hornets","Eastern All-Star Coaches Selection","1992 Rnd 1 Pick 2","United States"
1995,"Shaquille O'Neal","C","7-1","325","Orlando Magic","Eastern All-Star Fan Vote Selection","1992 Rnd 1 Pick 1","United States"
1995,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Fan Vote Selection","1987 Rnd 1 Pick 5","United States"
1996,"Charles Barkley","PF","6-6","252","Phoenix Suns","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1996,"Clyde Drexler","SG","6-7","210","Houston Rockets","Western All-Star Fan Vote Selection","1983 Rnd 1 Pick 14","United States"
1996,"Sean Elliott","SF","6-8","205","San Antonio Spurs","Western All-Star Coaches Selection","1989 Rnd 1 Pick 3","United States"
1996,"Shawn Kemp","C","6-10","280","Seattle SuperSonics","Western All-Star Fan Vote Selection","1989 Rnd 1 Pick 17","United States"
1996,"Jason Kidd","PG","6-4","210","Dallas Mavericks","Western All-Star Fan Vote Selection","1994 Rnd 1 Pick 2","United States"
1996,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Coaches Selection","1985 Rnd 1 Pick 13","United States"
1996,"Dikembe Mutombo","C","7-2","260","Denver Nuggets","Western All-Star Coaches Selection","1991 Rnd 1 Pick 4","Democratic Republic of the Congo"
1996,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1996,"Gary Payton","G","6-4","180","Seattle SuperSonics","Western All-Star Coaches Selection","1990 Rnd 1 Pick 2","United States"
1996,"Mitch Richmond","SG","6-5","215","Sacramento Kings","Western All-Star Coaches Selection","1988 Rnd 1 Pick 5","United States"
1996,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Coaches Selection","1987 Rnd 1 Pick 1","United States"
1996,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
1996,"Vin Baker","PF","6-11","240","Milwaukee Bucks","Eastern All-Star Coaches Selection","1993 Rnd 1 Pick 8","United States"
1996,"Terrell Brandon","PG","5-11","180","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 11","United States"
1996,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Coaches Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1996,"Penny Hardaway","PG","6-7","195","Orlando Magic","Eastern All-Star Fan Vote Selection","1993 Rnd 1 Pick 3","United States"
1996,"Grant Hill","SF","6-8","225","Detroit Pistons","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 3","United States"
1996,"Juwan Howard","PF","6-9","240","Washington Bullets","Eastern All-Star Coaches Selection","1994 Rnd 1 Pick 5","United States"
1996,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1996,"Reggie Miller","SG","6-7","185","Indiana Pacers","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 11","United States"
1996,"Alonzo Mourning","C","6-10","240","Miami Heat","Eastern All-Star Coaches Selection","1992 Rnd 1 Pick 2","United States"
1996,"Shaquille O'Neal","C","7-1","325","Orlando Magic","Eastern All-Star Fan Vote Selection","1992 Rnd 1 Pick 1","United States"
1996,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Fan Vote Selection","1987 Rnd 1 Pick 5","United States"
1996,"Glen Rice","SF","6-8","228","Charlotte Hornets","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 4","United States"
1997,"Vin Baker","PF","6-11","240","Milwaukee Bucks","Eastern All-Star Coaches Selection","1993 Rnd 1 Pick 8","United States"
1997,"Terrell Brandon","PG","5-11","180","Cleveland Cavaliers","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 11","United States"
1997,"Joe Dumars","SG","6-3","190","Detroit Pistons","Eastern All-Star Replacement Selection","1985 Rnd 1 Pick 18","United States"
1997,"Patrick Ewing","C","7-0","240","New York Knicks","Eastern All-Star Fan Vote Selection","1985 Rnd 1 Pick 1","United StatesJamaica"
1997,"Penny Hardaway","PG","6-7","195","Orlando Magic","Eastern All-Star Fan Vote Selection","1993 Rnd 1 Pick 3","United States"
1997,"Tim Hardaway","PG","6-0","175","Miami Heat","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 14","United States"
1997,"Grant Hill","SF","6-8","225","Detroit Pistons","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 3","United States"
1997,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1997,"Christian Laettner","PF","6-11","245","Atlanta Hawks","Eastern All-Star Coaches Selection","1992 Rnd 1 Pick 3","United States"
1997,"Alonzo Mourning","C","6-10","240","Miami Heat","Eastern All-Star Coaches Selection","1992 Rnd 1 Pick 2","United States"
1997,"Dikembe Mutombo","C","7-2","260","Atlanta Hawks","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 4","Democratic Republic of the Congo"
1997,"Scottie Pippen","SF","6-8","228","Chicago Bulls","Eastern All-Star Fan Vote Selection","1987 Rnd 1 Pick 5","United States"
1997,"Glen Rice","SF","6-8","228","Charlotte Hornets","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 4","United States"
1997,"Chris Webber","F-C","6-9","245","Washington Bullets","Eastern All-Star Replacement Selection","1993 Rnd 1 Pick 1","United States"
1997,"Charles Barkley","PF","6-6","252","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 5","United States"
1997,"Clyde Drexler","SG","6-7","210","Houston Rockets","Western All-Star Coaches Selection","1983 Rnd 1 Pick 14","United States"
1997,"Kevin Garnett","PF","6-11","240","Minnesota Timberwolves","Western All-Star Replacement Selection","1995 Rnd 1 Pick 5","United States"
1997,"Chris Gatling","PF","6-10","220","Dallas Mavericks","Western All-Star Replacement Selection","1991 Rnd 1 Pick 16","United States"
1997,"Tom Gugliotta","PF","6-10","240","Minnesota Timberwolves","Western All-Star Coaches Selection","1992 Rnd 1 Pick 6","United States"
1997,"Eddie Jones","G-F","6-6","200","Los Angeles Lakers","Western All-Star Coaches Selection","1994 Rnd 1 Pick 10","United States"
1997,"Shawn Kemp","C","6-10","280","Seattle SuperSonics","Western All-Star Fan Vote Selection","1989 Rnd 1 Pick 17","United States"
1997,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Coaches Selection","1985 Rnd 1 Pick 13","United States"
1997,"Shaquille O'Neal","C","7-1","325","Los Angeles Lakers","Western All-Star Coaches Selection","1992 Rnd 1 Pick 1","United States"
1997,"Hakeem Olajuwon","C","7-0","255","Houston Rockets","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 1","NigeriaUnited States"
1997,"Gary Payton","G","6-4","180","Seattle SuperSonics","Western All-Star Fan Vote Selection","1990 Rnd 1 Pick 2","United States"
1997,"Mitch Richmond","SG","6-5","215","Sacramento Kings","Western All-Star Coaches Selection","1988 Rnd 1 Pick 5","United States"
1997,"Detlef Schrempf","SF","6-9","214","Seattle SuperSonics","Western All-Star Replacement Selection","1985 Rnd 1 Pick 8","GermanyUnited States"
1997,"Latrell Sprewell","SG","6-5","190","Golden State Warriors","Western All-Star Coaches Selection","1992 Rnd 1 Pick 24","United States"
1997,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Fan Vote Selection","1984 Rnd 1 Pick 16","United States"
1998,"Penny Hardaway","PG","6-7","195","Orlando Magic","Eastern All-Star Fan Vote Selection","1993 Rnd 1 Pick 3","United States"
1998,"Tim Hardaway","PG","6-0","175","Miami Heat","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 14","United States"
1998,"Grant Hill","SF","6-8","225","Detroit Pistons","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 3","United States"
1998,"Michael Jordan","SG","6-6","215","Chicago Bulls","Eastern All-Star Fan Vote Selection","1984 Rnd 1 Pick 3","United States"
1998,"Shawn Kemp","C","6-10","280","Cleveland Cavaliers","Eastern All-Star Fan Vote Selection","1989 Rnd 1 Pick 17","United States"
1998,"Reggie Miller","SG","6-7","185","Indiana Pacers","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 11","United States"
1998,"Dikembe Mutombo","C","7-2","260","Atlanta Hawks","Eastern All-Star Fan Vote Selection","1991 Rnd 1 Pick 4","Democratic Republic of the Congo"
1998,"Glen Rice","SF","6-8","228","Charlotte Hornets","Eastern All-Star Coaches Selection","1989 Rnd 1 Pick 4","United States"
1998,"Steve Smith","SG","6-7","200","Atlanta Hawks","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 5","United States"
1998,"Rik Smits","C","7-4","250","Indiana Pacers","Eastern All-Star Coaches Selection","1988 Rnd 1 Pick 2","Netherlands"
1998,"Antoine Walker","F","6-9","265","Boston Celtics","Eastern All-Star Coaches Selection","1996 Rnd 1 Pick 6","United States"
1998,"Jayson Williams","FC","6-10","245","New Jersey Nets","Eastern All-Star Coaches Selection","1990 Rnd 1 Pick 21","United States"
1998,"Vin Baker","PF","6-11","240","Seattle SuperSonics","Western All-Star Coaches Selection","1993 Rnd 1 Pick 8","United States"
1998,"Kobe Bryant","SG","6-6","212","Los Angeles Lakers","Western All-Star Fan Vote Selection","1996 Rnd 1 Pick 13","United States"
1998,"Tim Duncan","FC","6-11","250","San Antonio Spurs","Western All-Star Coaches Selection","1997 Rnd 1 Pick 1","United States"
1998,"Kevin Garnett","PF","6-11","240","Minnesota Timberwolves","Western All-Star Fan Vote Selection","1995 Rnd 1 Pick 5","United States"
1998,"Eddie Jones","G-F","6-6","200","Los Angeles Lakers","Western All-Star Coaches Selection","1994 Rnd 1 Pick 10","United States"
1998,"Jason Kidd","PG","6-4","210","Phoenix Suns","Western All-Star Coaches Selection","1994 Rnd 1 Pick 2","United States"
1998,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Fan Vote Selection","1985 Rnd 1 Pick 13","United States"
1998,"Shaquille O'Neal","C","7-1","325","Los Angeles Lakers","Western All-Star Fan Vote Selection","1992 Rnd 1 Pick 1","United States"
1998,"Gary Payton","G","6-4","180","Seattle SuperSonics","Western All-Star Fan Vote Selection","1990 Rnd 1 Pick 2","United States"
1998,"Mitch Richmond","SG","6-5","215","Sacramento Kings","Western All-Star Coaches Selection","1988 Rnd 1 Pick 5","United States"
1998,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Coaches Selection","1987 Rnd 1 Pick 1","United States"
1998,"Nick Van Exel","PG","6-1","170","Los Angeles Lakers","Western All-Star Coaches Selection","1993 Rnd 2 Pick 10","United States"
1999,"LaMarcus Aldridge","FC","6-11","265","San Antonio Spurs","Western All-Star Coaches Selection","2006 Rnd 1 Pick 2","United States"
1999,"Bradley Beal","SG","6-3","207","Washington Wizards","Eastern All-Star Coaches Selection","2012 Rnd 1 Pick 3","United States"
1999,"Anthony Davis","PF","6-10","253","New Orleans Pelicans","Western All-Star Coaches Selection","2012 Rnd 1 Pick 1","United States"
1999,"Kevin Durant","SF","6-9","240","Golden State Warriors","Western All-Star Fan Vote Selection","2007 Rnd 1 Pick 2","United States"
1999,"James Harden","SG","6-5","220","Houston Rockets","Western All-Star Fan Vote Selection","2009 Rnd 1 Pick 3","United States"
1999,"Kyrie Irving","G","6-3","193","Boston Celtics","Eastern All-Star Fan Vote Selection","2011 Rnd 1 Pick 1","United StatesAustralia"
1999,"LeBron James","F","6-8","250","Los Angeles Lakers","Western All-Star Fan Vote Selection","2003 Rnd 1 Pick 1","United States"
1999,"Kawhi Leonard","F","6-7","230","Toronto Raptors","Eastern All-Star Fan Vote Selection","2011 Rnd 1 Pick 15","United States"
1999,"Damian Lillard","G","6-3","195","Portland Trail Blazers","Western All-Star Coaches Selection","2012 Rnd 1 Pick 6","United States"
1999,"Ben Simmons","PF","6-10","230","Philadelphia Sixers","Eastern All-Star Coaches Selection","2016 Rnd 1 Pick 1","Australia"
1999,"Klay Thompson","G","6-7","215","Golden State Warriors","Western All-Star Coaches Selection","2011 Rnd 1 Pick 11","United States"
1999,"Karl-Anthony Towns","C","7-0","248","Minnesota Timberwolves","Western All-Star Coaches Selection","2015 Rnd 1 Pick 1","United StatesDominican Republic"
1999,"Dwyane Wade","SG","6-4","220","Miami Heat","Eastern All-Star Replacement Selection","2003 Rnd 1 Pick 5","United States"
1999,"Giannis Antetokounmpo","F","6-11","242","Milwaukee Bucks","Eastern All-Star Fan Vote Selection","2013 Rnd 1 Pick 15","GreeceNigeria"
1999,"Stephen Curry","G","6-3","190","Golden State Warriors","Western All-Star Fan Vote Selection","2009 Rnd 1 Pick 7","United States"
1999,"Joel Embiid","C","7-0","250","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","2014 Rnd 1 Pick 3","Cameroon"
1999,"Paul George","GF","6-9","220","Oklahoma City Thunder","Western All-Star Fan Vote Selection","2010 Rnd 1 Pick 10","United States"
1999,"Blake Griffin","PF","6-10","250","Detroit Pistons","Eastern All-Star Coaches Selection","2009 Rnd 1 Pick 1","United States"
1999,"Nikola Jokic","C","7-0","250","Denver Nuggets","Western All-Star Coaches Selection","2014 Rnd 2 Pick 11","Serbia"
1999,"Kyle Lowry","PG","6-1","196","Toronto Raptors","Eastern All-Star Coaches Selection","2006 Rnd 1 Pick 24","United States"
1999,"Khris Middleton","SF","6-8","222","Milwaukee Bucks","Eastern All-Star Coaches Selection","2012 Rnd 2 Pick 9","United States"
1999,"Dirk Nowitzki","PF","7-0","245","Dallas Mavericks","Western All-Star Replacement Selection","1998 Rnd 1 Pick 9","Germany"
1999,"Victor Oladipo","G","6-4","210","Indiana Pacers","Eastern All-Star Coaches Selection","2013 Rnd 1 Pick 2","United States"
1999,"D'Angelo Russell","SG","6-5","198","Brooklyn Nets","Eastern All-Star Replacement Selection","2015 Rnd 1 Pick 2","United States"
1999,"Nikola Vucevic","PF","7-0","260","Orlando Magic","Eastern All-Star Coaches Selection","2011 Rnd 1 Pick 16","SwitzerlandMontenegro"
1999,"Kemba Walker","G","6-1","184","Charlotte Hornets","Eastern All-Star Fan Vote Selection","2011 Rnd 1 Pick 9","United States"
1999,"Russell Westbrook","G","6-3","200","Oklahoma City Thunder","Western All-Star Coaches Selection","2008 Rnd 1 Pick 4","United States"
2000,"Kobe Bryant","SG","6-6","212","Los Angeles Lakers","Western All-Star Fan Vote Selection","1996 Rnd 1 Pick 13","United States"
2000,"Tim Duncan","FC","6-11","250","San Antonio Spurs","Western All-Star Fan Vote Selection","1997 Rnd 1 Pick 1","United States"
2000,"Michael Finley","G-F","6-7","225","Dallas Mavericks","Western All-Star Coaches Selection","1995 Rnd 1 Pick 21","United States"
2000,"Kevin Garnett","PF","6-11","240","Minnesota Timberwolves","Western All-Star Fan Vote Selection","1995 Rnd 1 Pick 5","United States"
2000,"Jason Kidd","PG","6-4","210","Phoenix Suns","Western All-Star Fan Vote Selection","1994 Rnd 1 Pick 2","United States"
2000,"Karl Malone","PF","6-9","265","Utah Jazz","Western All-Star Coaches Selection","1985 Rnd 1 Pick 13","United States"
2000,"Shaquille O'Neal","C","7-1","325","Los Angeles Lakers","Western All-Star Fan Vote Selection","1992 Rnd 1 Pick 1","United States"
2000,"Gary Payton","G","6-4","180","Seattle SuperSonics","Western All-Star Coaches Selection","1990 Rnd 1 Pick 2","United States"
2000,"David Robinson","C","7-1","250","San Antonio Spurs","Western All-Star Coaches Selection","1987 Rnd 1 Pick 1","United States"
2000,"John Stockton","PG","6-1","170","Utah Jazz","Western All-Star Coaches Selection","1984 Rnd 1 Pick 16","United States"
2000,"Rasheed Wallace","FC","6-11","230","Portland Trail Blazers","Western All-Star Coaches Selection","1995 Rnd 1 Pick 4","United States"
2000,"Chris Webber","F-C","6-9","245","Sacramento Kings","Western All-Star Coaches Selection","1993 Rnd 1 Pick 1","United States"
2000,"Ray Allen","SG","6-5","205","Milwaukee Bucks","Eastern All-Star Coaches Selection","1996 Rnd 1 Pick 5","United States"
2000,"Vince Carter","SF","6-6","220","Toronto Raptors","Eastern All-Star Fan Vote Selection","1998 Rnd 1 Pick 5","United States"
2000,"Dale Davis","C-F","6-11","252","Indiana Pacers","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 13","United States"
2000,"Grant Hill","SF","6-8","225","Detroit Pistons","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 3","United States"
2000,"Allan Houston","G","6-6","205","New York Knicks","Eastern All-Star Coaches Selection","1993 Rnd 1 Pick 11","United States"
2000,"Allen Iverson","G","6-0","165","Philadelphia Sixers","Eastern All-Star Fan Vote Selection","1996 Rnd 1 Pick 1","United States"
2000,"Eddie Jones","G-F","6-6","200","Charlotte Hornets","Eastern All-Star Fan Vote Selection","1994 Rnd 1 Pick 10","United States"
2000,"Reggie Miller","SG","6-7","185","Indiana Pacers","Eastern All-Star Coaches Selection","1987 Rnd 1 Pick 11","United States"
2000,"Alonzo Mourning","C","6-10","240","Miami Heat","Eastern All-Star Fan Vote Selection","1992 Rnd 1 Pick 2","United States"
2000,"Dikembe Mutombo","C","7-2","260","Atlanta Hawks","Eastern All-Star Coaches Selection","1991 Rnd 1 Pick 4","Democratic Republic of the Congo"
2000,"Glenn Robinson","SF","6-7","225","Milwaukee Bucks","Eastern All-Star Coaches Selection","1994 Rnd 1 Pick 1","United States"
2000,"Jerry Stackhouse","SF","6-6","218","Detroit Pistons","Eastern All-Star Coaches Selection","1995 Rnd 1 Pick 3","United States"
